AVAILABILITY & PRICING TEXT FILE,,,,,,,,,,,,,,,,,,,,
Product ID,Product Status,Item Status,Product Description,Description #2,Description #3,Reg Price,P/U Price,SOH,ALC,Avail,PO Date 1,PO Qty 1,PO Date 2,PO Qty 2,PO Date 3,PO Qty 3,PO Date 4,PO Qty 4,PO Date 5,PO Qty 5
B53-EKCK-SL,Discontinued,Active,B53 EASTERN & CAL. KING SLATS,* BOX 3 OF 3 *,,0,,0,0,0,,,,,,,,,,
B53-Q-FB,Discontinued,Active,B53 QUEEN FOOTBOARD & SIDE RAILS,DARK GRAY VELVET,* BOX 2 OF 3 *,0,,17,1,16,,,,,,,,,,
B53-Q-HB,Discontinued,Active,B53 QUEEN HEADBOARD,DARK GRAY VELVET,* BOX 1 OF 3 *,0,,17,1,16,,,,,,,,,,
B53-Q-SL,Discontinued,Active,B53 QUEEN SLAT,* BOX 3 OF 3 *,,0,,18,1,17,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B54-CKB,Discontinued,Active,B54 CAL. KING BED,TEAL BLUE VELVET,* 3 BOXES *,594,625,,,3,,,,,,,,,,
B54-QB,Discontinued,Active,B54 QUEEN BED,TEAL BLUE VELVET,* 3 BOXES *,532,560,,,0,,,,,,,,,,
B54-CK-FB,Discontinued,Active,B54 CAL. KING FOOTBOARD & SIDE RAILS,TEAL BLUE VELVET,* BOX 2 OF 3 *,0,,3,0,3,,,,,,,,,,
B54-EKCK-HB,Discontinued,Active,B54 EASTERN & CAL. KING HEADBOARD,TEAL BLUE VELVET,* BOX 1 OF 3 *,0,,3,0,3,,,,,,,,,,
B54-EKCK-SL,Discontinued,Active,B54 EASTERN & CAL. KING SLATS,* BOX 3 OF 3 *,,0,,3,0,3,,,,,,,,,,
B54-Q-FB,Discontinued,Active,B54 QUEEN FOOTBOARD & SIDE RAILS,TEAL BLUE VELVET,* BOX 2 OF 3 *,0,,0,0,0,,,,,,,,,,
B54-Q-HB,Discontinued,Active,B54 QUEEN HEADBOARD,TEAL BLUE VELVET,* BOX 1 OF 3 *,0,,0,0,0,,,,,,,,,,
B54-Q-SL,Discontinued,Active,B54 QUEEN SLATS,* BOX 3 OF 3 *,,0,,0,0,0,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B59-CKB,Discontinued,Active,B59 CAL. KING BED,BLACK VELVET ,* 3 BOXES *,399,420,,,0,,,,,,,,,,
B59-EKB,Discontinued,Active,B59 EASTERN KING BED,BLACK VELVET,* 3 BOXES *,399,420,,,0,,,,,,,,,,
B59-QB,Discontinued,Active,B59 QUEEN BED,BLACK VELVET,* 3 BOXES *,349,367,,,0,,,,,,,,,,
B59-CK-FB,Discontinued,Active,B59 CAL. KING FOOTBOARD & SIDE RAILS,BLACK VELVET,* BOX 2 OF 3 *,0,,1,0,1,,,,,,,,,,
B59-EK-FB,Discontinued,Active,B59 EASTERN KING FOOTBOARD & SIDE RAILS,BLACK VELVET,* BOX 2 OF 3 *,0,,0,0,0,,,,,,,,,,
B59-EKCK-HB,Discontinued,Active,B59 EASTERN KING & CAL. KING HEADBOARD,BLACK VELVET ,* BOX 1 OF 3 *,0,,0,0,0,,,,,,,,,,
B59-EKCK-SL,Discontinued,Active,B59 EASTERN & CAL. KING SLATS,* BOX 3 OF 3 *,,0,,2,0,2,,,,,,,,,,
B59-Q-FB,Discontinued,Active,B59 QUEEN FOOTBOARD & SIDE RAILS,BLACK VELVET,* BOX 2 OF 3 *,0,,0,0,0,,,,,,,,,,
B59-Q-HB,Discontinued,Active,B59 QUEEN HEADBOARD,BLACK VELVET,* BOX 1 OF 3 *,0,,0,0,0,,,,,,,,,,
B59-Q-SL,Discontinued,Active,B59 QUEEN SLATS,* BOX 3 OF 3 *,,0,,0,0,0,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B60-CKB,Discontinued,Active,B60 CAL. KING BED,BEIGE VELVET,* 4 BOXES *,449,473,,,0,,,,,,,,,,
B60-EKB,Discontinued,Active,B60 EASTERN KING BED,BEIGE VELVET,* 4 BOXES *,449,473,,,0,,,,,,,,,,
B60-QB,Discontinued,Active,B60 QUEEN BED,BEIGE VELVET,* 4 BOXES *,449,473,,,0,,,,,,,,,,
B60-CK-SR,Discontinued,Active,B60 CAL. KING SIDE RAILS,BEIGE VELVET,* BOX 3 OF 4 *,0,,0,0,0,,,,,,,,,,
B60-EK-SR,Discontinued,Active,B60 EASTERN KING SIDE RAILS,BEIGE VELVET,* BOX 3 OF 4 *,0,,0,0,0,,,,,,,,,,
B60-EKCK-FB,Discontinued,Active,B60 EASTERN & CAL. KING FOOTBOARD,BEIGE VELVET,* BOX 2 OF 4 *,0,,0,0,0,,,,,,,,,,
B60-EKCK-HB,Discontinued,Active,B60 EASTERN & CAL. KING HEADBOARD,BEIGE VELVET,* BOX 1 OF 4 *,0,,1,0,1,,,,,,,,,,
B60-EKCK-SL,Discontinued,Active,B60 EASTERN & CAL. KING SLATS,* BOX 4 OF 4 *,,0,,0,0,0,,,,,,,,,,
B60-Q-FB,Discontinued,Active,B60 QUEEN FOOTBOARD,BEIGE VELVET,* BOX 2 OF 4 *,0,,0,0,0,,,,,,,,,,
B60-Q-HB,Discontinued,Active,B60 QUEEN HEADBOARD,BEIGE VELVET,* BOX 1 OF 4 *,0,,0,0,0,,,,,,,,,,
B60-Q-SLAT,Discontinued,Active,B60 QUEEN SLATS,* BOX 4 OF 4*,,0,,0,0,0,,,,,,,,,,
B60-Q-SR,Discontinued,Active,B60 QUEEN SIDE RAILS,BEIGE VELVET,* BOX 3 OF 4 *,0,,0,0,0,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B61-CKB,Discontinued,Active,B61 CAL. KING BED,DARK GRAY VELVET,* 4 BOXES *,449,473,,,2,,,,,,,,,,
B61-EKB,Discontinued,Active,B61 EASTERN KING BED,DARK GRAY VELVET,* 4 BOXES *,449,473,,,2,,,,,,,,,,
B61-QB,Discontinued,Active,B61 QUEEN BED,DARK GRAY VELVET,* 4 BOXES *,399,420,,,1,,,,,,,,,,
B61-CK-SR,Discontinued,Active,B61 CAL. KING SIDE RAILS,DARK GRAY VELVET,* BOX 3 OF 4 *,0,,3,1,2,,,,,,,,,,
B61-EK-SR,Discontinued,Active,B61 EASTERN KING SIDE RAILS,DARK GRAY VELVET,* BOX 3 OF 4 *,0,,2,0,2,,,,,,,,,,
B61-EKCK-FB,Discontinued,Active,B61 EASTERN & CAL. KING FOOTBOARD,DARK GRAY VELVET,* BOX 2 OF 4 *,0,,5,1,4,,,,,,,,,,
B61-EKCK-HB,Discontinued,Active,B61 EASTERN & CAL. KING HEADBOARD,DARK GRAY VELVET,* BOX 1 OF 4 *,0,,5,1,4,,,,,,,,,,
B61-EKCK-SL,Discontinued,Active,B61 EASTERN & CAL. KING SLATS,* BOX 4 OF 4 *,,0,,4,1,3,,,,,N/D,1,,,,
B61-Q-FB,Discontinued,Active,B61 QUEEN FOOTBOARD,DARK GRAY VELVET,* BOX 2 OF 4 *,0,,1,0,1,,,,,,,,,,
B61-Q-HB,Discontinued,Active,B61 QUEEN HEADBOARD,DARK GRAY VELVET,* BOX 2 OF 4 *,0,,1,0,1,,,,,,,,,,
B61-Q-SLAT,Discontinued,Active,B61 QUEEN SLAT,* BOX 4 OF 4 *,,0,,1,0,1,,,,,,,,,,
B61-Q-SR,Discontinued,Active,B61 QUEEN SIDE RAILS,DARK GRAY VELVET,* BOX 3 OF 4 *,0,,1,0,1,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B63-CKB,Discontinued,Active,B63 CAL. KING BED,BLACK VELVET,* 4 BOXES *,449,473,,,3,,,,,,,,,,
B63-EKB,Discontinued,Active,B63 EASTERN KING BED,BLACK VELVET,* 4 BOXES *,449,473,,,3,,,,,,,,,,
B63-QB,Discontinued,Active,B63 QUEEN BED,BLACK VELVET,* 4 BOXES *,399,420,,,21,,,,,,,,,,
B63-CK-SR,Discontinued,Active,B63 CAL. KING SIDE RAILS,BLACK VELVET,* BOX 3 OF 4 *,0,,3,0,3,,,,,,,,,,
B63-EK-SR,Discontinued,Active,B63 EASTERN KING SIDE RAILS,BLACK VELVET,* BOX 3 OF 4 *,0,,3,0,3,,,,,,,,,,
B63-EKCK-FB,Discontinued,Active,B63 EASTERN & CAL. KING FOOTBOARD,BLACK VELVET,* BOX 2 OF 4 *,0,,6,0,6,,,,,,,,,,
B63-EKCK-HB,Discontinued,Active,B63 EASTERN & CAL. KING HEADBOARD,BLACK VELVET,* BOX 1 OF 4 *,0,,7,0,7,,,,,,,,,,
B63-EKCK-SL,Discontinued,Active,B63 EASTERN & CAL. KING SLATS,* BOX 4 OF 4 *,,0,,7,0,7,,,,,,,,,,
B63-Q-FB,Discontinued,Active,B63 QUEEN FOOTBOARD,BLACK VELVET,* BOX 2 OF 4 *,0,,22,0,22,,,,,,,,,,
B63-Q-HB,Discontinued,Active,B63 QUEEN HEADBOARD,BLACK VELVET,* BOX 1 OF 4 *,0,,21,0,21,,,,,N/D,1,,,,
B63-Q-SLAT,Discontinued,Active,B63 QUEEN SLATS,* BOX 4 OF 4 *,,0,,22,0,22,,,,,,,,,,
B63-Q-SR,Discontinued,Active,B63 QUEEN SIDE RAILS,BLACK VELVET,* BOX 3 OF 4 *,0,,22,0,22,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B64-CKB,Discontinued,Active,B64 CAL. KING BED,BEIGE VELVET ,* 2 BOXES *,652,686,,,0,,,,,,,,,,
B64-EKB,Discontinued,Active,B64 EASTERN KING BED,BEIGE VELVET,* 2 BOXES *,652,686,,,0,,,,,,,,,,
B64-QB,Discontinued,Active,B64 QUEEN BED,BEIGE VELVET,* 2 BOXES *,399,420,,,5,,,,,,,,,,
B64-CK-FBSR,Discontinued,Active,B64 CAL. KING SIDE RAILS + FOOTBOARD,BEIGE VELVET,* BOX 2 OF 2 *,0,,3,0,3,,,,,,,,,,
B64-EK-FBSR,Discontinued,Active,B64 EASTERN KING SIDE RAILS + FOOTBOARD,BEIGE VELVET,* BOX 2 OF 2 *,0,,1,0,1,,,,,,,,,,
B64-EKCK-HB,Discontinued,Active,B64 EASTERN & CAL. KING HEADBOARD,BEIGE VELVET,* BOX 1 OF 2 *,0,,0,0,0,,,,,N/D,4,,,,
B64-Q-FBSR,Discontinued,Active,B64 QUEEN SIDE RAILS + FOOTBOARD,BEIGE VELVET,* BOX 2 OF 2 *,0,,5,0,5,,,,,,,,,,
B64-Q-HB,Discontinued,Active,B64 QUEEN HEADBOARD,BEIGE VELVET,* BOX 1 OF 2 *,0,,5,0,5,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B65-CKB,Discontinued,Active,B65 CAL. KING BED,DARK GRAY VELVET,* 2 BOXES *,449,473,,,8,,,,,,,,,,
B65-EKB,Discontinued,Active,B65 EASTERN KING BED,DARK GRAY VELVET,* 2 BOXES *,449,473,,,20,,,,,,,,,,
B65-QB,Discontinued,Active,B65 QUEEN BED,DARK GRAY VELVET,* 2 BOXES *,399,420,,,8,,,,,,,,,,
B65-CK-FBSR,Discontinued,Active,B65 CAL. KING SIDE RAILS + FOOTBOARD,DARK GRAY VELVET,* BOX 2 OF 2 *,0,,8,0,8,,,,,,,,,,
B65-EK-FBSR,Discontinued,Active,B65 EASTERN KING SIDE RAILS + FOOTBOARD,DARK GRAY VELVET,* BOX 2 OF 2 *,0,,21,1,20,,,,,,,,,,
B65-EKCK-HB,Discontinued,Active,B65 EASTERN & CAL. KING HEADBOARD,DARK GRAY VELVET,* BOX 1 OF 2 *,0,,27,1,26,,,,,N/D,2,,,,
B65-Q-FBSR,Discontinued,Active,B65 QUEEN SIDE RAILS + FOOTBOARD,DARK GRAY VELVET,* BOX 2 OF 2 *,0,,10,0,10,,,,,,,,,,
B65-Q-HB,Discontinued,Active,B65 QUEEN HEADBOARD,DARK GRAY VELET,* BOX 1 OF 2 *,0,,8,0,8,,,,,N/D,1,,,,
 ,,,,,,,,,,,,,,,,,,,,
B66-CKB,Discontinued,Active,B66 CAL. KING SET,TEAL VELVET,* 2 BOXES *,449,473,,,3,,,,,,,,,,
B66-EKB,Discontinued,Active,B66 EASTERN KING BED,TEAL VELVET,* 2 BOXES *,449,473,,,2,,,,,,,,,,
B66-CK-FBSR,Discontinued,Active,B66 CAL. KING SIDE RAILS + FOOTBOARD,TEAL VELVET,* BOX 2 OF 2 *,0,,3,0,3,,,,,,,,,,
B66-EK-FBSR,Discontinued,Active,B66 EASTERN KING SIDE RAILS + FOOTBOARD,TEAL VELVET ,* BOX 2 OF 2 *,0,,2,0,2,,,,,,,,,,
B66-EKCK-HB,Discontinued,Active,B66 EASTERN & CAL. KING HEADBOARD,TEAL VELVET,* BOX 1 OF 2 *,0,,5,0,5,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B67-CKB,Discontinued,Active,B67 CAL. KING BED,BLACK VELVET,* 2 BOXES *,449,473,,,9,,,,,,,,,,
B67-QB,Discontinued,Active,B67 QUEEN BED,BLACK VELVET,* 2 BOXES *,399,420,,,5,,,,,,,,,,
B67-CK-FBSR,Discontinued,Active,B67 CAL. KING SIDE RAILS + FOOTBOARD,BLACK VELVET,* BOX 2 OF 2 *,0,,11,0,11,,,,,,,,,,
B67-EKCK-HB,Discontinued,Active,B67 EASTERN & CAL. KING HEADBOARD,BLACK VELVET,* BOX 1 OF 2 *,0,,9,0,9,,,,,N/D,2,,,,
B67-Q-FBSR,Discontinued,Active,B67 QUEEN SIDE RAILS + FOOTBOARD,BLACK VELVET,* BOX 2 OF 2 *,0,,5,0,5,,,,,,,,,,
B67-Q-HB,Discontinued,Active,B67 QUEEN HEADBOARD,BLACK VELVET,* BOX 1 OF 2 *,0,,5,0,5,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B85,Discontinued,Active,B85 QUEEN & FULL HEADBOARD (ONLY),SMOKE GRAY COLOR,LINEN FABRIC,68,65,568,0,568,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B86,Discontinued,Active,B86 QUEEN & FULL HEADBOARD (ONLY),FOG BEIGE COLOR,LINEN FABRIC,68,65,76,0,76,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B87-FB,Discontinued,Active,B87 FULL BED,SMOKE GRAY COLOR,LINEN FABRIC,79,75,876,0,876,,,,,,,,,,
B87-QB,Discontinued,Active,B87 QUEEN BED,SMOKE GRAY COLOR,LINEN FABRIC,83,79,864,7,857,,,,,,,,,,
B87-TB,Discontinued,Active,B87 TWIN BED,SMOKE GRAY COLOR,LINEN FABRIC,73,69,660,0,660,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B88-FB,Discontinued,Active,B88 FULL BED,FOG BEIGE COLOR,LINEN FABRIC,79,75,755,0,755,,,,,N/D,3,,,,
B88-QB,Discontinued,Active,B88 QUEEN BED,FOG BEIGE COLOR,LINEN FABRIC,83,79,804,0,804,,,,,N/D,260,,,,
B88-TB,Discontinued,Active,B88 TWIN BED,FOG BEIGE COLOR,LINEN FABRIC,73,69,215,0,215,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B95-CKB,Discontinued,Active,B95 CAL. KING BED,GRAY COLOR,VELVET FABRIC,525,499,,,35,,,,,,,,,,
B95-EKB,Discontinued,Active,B95 EASTERN KING BED,GRAY COLOR,VELVET FABRIC,525,499,,,3,,,,,,,,,,
B95-QB,Discontinued,Active,B95 QUEEN BED,GRAY COLOR,VELVET FABRIC,473,449,,,5,,,,,,,,,,
B95-CK-FBSR,Discontinued,Active,B95 CALIFORNIA KING FOOTBOARD & SIDE RAILS,GRAY VELVET,* BOX 2 OF 2 *,0,,35,0,35,,,,,,,,,,
B95-EK-FBSR,Discontinued,Active,B95 EASTEN KING FOOTBOARD & SIDE RAILS,GRAY VELVET,* BOX 2 OF 2 *,0,,3,0,3,,,,,,,,,,
B95-EKCK-HB,Discontinued,Active,B95 EASTERN & CAL. KING HEADBOARD,GRAY VELVET,* BOX 1 OF 2 *,0,,39,0,39,,,,,,,,,,
B95-Q-FBSR,Discontinued,Active,B95 QUEEN FOOTBOARD & SIDE RAILS,GRAY VELVET,* BOX 2 OF 2 *,0,,5,0,5,,,,,,,,,,
B95-Q-HB,Discontinued,Active,B95 QUEEN HEADBOARD,GRAY VELVET,* BOX 1 OF 2 *,0,,5,0,5,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B96-CKB,Discontinued,Active,B96 CAL. KING BED,NAVY BLUE COLOR,VELVET FABRIC,525,499,,,17,,,,,,,,,,
B96-EKB,Discontinued,Active,B96 EASTERN KING BED,NAVY BLUE COLOR,VELVET FABRIC,525,499,,,13,,,,,,,,,,
B96-QB,Discontinued,Active,B96 QUEEN BED,NAVY BLUE COLOR,VELVET FABRIC,473,449,,,15,,,,,,,,,,
B96-CK-FBSR,Discontinued,Active,B96 CALIFORNIA KING FOOTBOARD & SIDE RAILS,NAVY BLUE VELVET,* BOX 2 OF 2 *,0,,17,0,17,,,,,,,,,,
B96-EK-FBSR,Discontinued,Active,B96 EASTERN KING FOOTBOARD & SIDE RAILS,NAVY BLUE VELVET,* BOX 2 OF 2 *,0,,13,0,13,,,,,,,,,,
B96-EKCK-HB,Discontinued,Active,B96 EASTERN & CAL. KING HEADBOARD,NAVY BLUE VELVET,* BOX 1 OF 2 *,0,,30,0,30,,,,,,,,,,
B96-Q-FBSR,Discontinued,Active,B96 QUEEN FOOTBOARD & SIDE RAILS,NAVY BLUE VELVET,* BOX 2 OF 2 *,0,,15,0,15,,,,,,,,,,
B96-Q-HB,Discontinued,Active,B96 QUEEN HEADBOARD,NAVY BLUE VELVET,* BOX 1 OF 2 *,0,,15,0,15,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,
B98-CKB,Discontinued,Active,B98 CAL. KING BED,WHITE FAUX LEATHER,* 2 BOXES *,525,499,,,3,,,,,,,,,,
B98-EKB,Discontinued,Active,B98 EASTERN KING BED,WHITE FAUX LEATHER,* 2 BOXES *,578,549,,,0,,,,,,,,,,
B98-QB,Discontinued,Active,B98 QUEEN BED,WHITE FAUX LEATHER,* 2 BOXES *,473,449,,,5,,,,,,,,,,
B98-CK-FBSR,Discontinued,Active,B98 CALIFORNIA KING FOOTBOARD & SIDE RAILS,WHITE FAUX LEATHER,* BOX 2 OF 2 *,0,,3,0,3,,,,,,,,,,
B98-EK-FBSR,Discontinued,Active,B98 EASTERN KING FOOTBOARD & SIDE RAILS,WHITE FAUX LEATHER,* BOX 2 OF 2 *,0,,0,0,0,,,,,,,,,,
B98-EKCK-HB,Discontinued,Active,B98 EASTERN & CAL. KING HEADBOARD,WHITE FAUX LEATHER,* BOX 1 OF 2 *,0,,3,0,3,,,,,,,,,,
B98-Q-FBSR,Discontinued,Active,B98 QUEEN FOOTBOARD & SIDE RAILS,WHITE FAUX LEATHER,* BOX 2 OF 2 *,0,,5,0,5,,,,,,,,,,
B98-Q-HB,Discontinued,Active,B98 QUEEN HEADBOARD,WHITE FAUX LEATHER,* BOX 1 OF 2 *,0,,5,0,5,,,,,,,,,,
